Longitude,Latitude,Grower - Name,Farm - Name,Field - Name,Area Count,Crop Flow(bu/h),Crop Flow (Mass)(lb/s),Date / Time,Differential Valid,Elevation(ft),Moisture(%),Speed(mph),Swath Width(ft),Yield (Dry)(bu/ac),Yield (Wet)(bu/ac),Yield Mass (Dry)(lb/ac),Yield Mass (Wet)(lb/ac)
-86.18845491,40.98536827,AULT,HOME,BACK LANE44,On,983.75,16.40,7/11/2020,Yes,810.11,13.70,1.754,34.99,131.95,132.26,7917.2,7935.5
-86.18846425,40.98536826,AULT,HOME,BACK LANE44,On,948.79,15.81,7/11/2020,Yes,810.10,13.80,1.725,35.00,129.22,129.67,7753.4,7780.4
-86.18847408,40.98536836,AULT,HOME,BACK LANE44,On,887.92,14.80,7/11/2020,Yes,810.10,13.20,1.892,35.00,110.60,110.60,6635.8,6635.8
-86.18848399,40.98536827,AULT,HOME,BACK LANE44,On,828.41,13.81,7/11/2020,Yes,810.10,13.40,1.890,35.00,103.31,103.31,6198.4,6198.4
-86.18849379,40.98536809,AULT,HOME,BACK LANE44,On,900.46,15.01,7/11/2020,Yes,810.00,13.90,1.828,35.00,115.60,116.14,6936.1,6968.3
-86.18850347,40.98536814,AULT,HOME,BACK LANE44,On,902.57,15.04,7/11/2020,Yes,810.16,14.00,1.895,35.00,111.64,112.29,6698.3,6737.3
-86.18851378,40.98536797,AULT,HOME,BACK LANE44,On,900.22,15.00,7/11/2020,Yes,810.18,13.60,1.944,35.00,109.03,109.16,6542.0,6549.6
-86.18852390,40.98536779,AULT,HOME,BACK LANE44,On,944.45,15.74,7/11/2020,Yes,810.13,13.50,1.917,35.00,116.13,116.13,6967.6,6967.6
-86.18853448,40.98536772,AULT,HOME,BACK LANE44,On,948.10,15.80,7/11/2020,Yes,810.20,13.90,1.951,35.00,114.04,114.57,6842.4,6874.2
-86.18854661,40.98536756,AULT,HOME,BACK LANE44,On,937.55,15.63,7/11/2020,Yes,810.18,14.00,2.244,35.00,97.93,98.50,5875.7,5909.9
-86.18855871,40.98536740,AULT,HOME,BACK LANE44,On,933.31,15.56,7/11/2020,Yes,810.42,13.70,2.264,35.00,96.96,97.18,5817.4,5830.9
-86.18857104,40.98536722,AULT,HOME,BACK LANE44,On,1009.3,16.82,7/11/2020,Yes,810.44,13.60,2.273,35.00,104.56,104.68,6273.3,6280.6
-86.18858314,40.98536688,AULT,HOME,BACK LANE44,On,897.40,14.96,7/11/2020,Yes,810.33,13.90,2.304,35.00,91.38,91.81,5483.0,5508.5
-86.18859536,40.98536685,AULT,HOME,BACK LANE44,On,982.30,16.37,7/11/2020,Yes,810.39,13.80,2.317,34.96,99.67,100.01,5980.1,6000.9
-86.18860752,40.98536649,AULT,HOME,BACK LANE44,On,948.58,15.81,7/11/2020,Yes,810.40,13.60,2.320,35.00,96.28,96.39,5776.7,5783.4
-86.18861984,40.98536634,AULT,HOME,BACK LANE44,On,1010.5,16.84,7/11/2020,Yes,810.38,13.60,2.326,34.89,102.58,102.70,6155.0,6162.1
-86.18863177,40.98536630,AULT,HOME,BACK LANE44,On,998.55,16.64,7/11/2020,Yes,810.32,13.90,2.268,34.83,103.79,104.27,6227.1,6256.0
-86.18864398,40.98536602,AULT,HOME,BACK LANE44,On,985.69,16.43,7/11/2020,Yes,810.40,13.70,2.347,34.83,99.27,99.50,5956.2,5970.0
-86.18865604,40.98536582,AULT,HOME,BACK LANE44,On,1005.6,16.76,7/11/2020,Yes,810.45,13.40,2.259,34.74,105.69,105.69,6341.5,6341.5
-86.18866826,40.98536565,AULT,HOME,BACK LANE44,On,1003.2,16.72,7/11/2020,Yes,810.45,13.70,2.342,34.71,101.57,101.80,6094.1,6108.2
-86.18868038,40.98536540,AULT,HOME,BACK LANE44,On,1033.0,17.22,7/11/2020,Yes,810.47,14.00,2.286,34.69,106.83,107.45,6409.8,6447.1
-86.18869231,40.98536547,AULT,HOME,BACK LANE44,On,995.16,16.59,7/11/2020,Yes,810.55,13.80,2.297,34.64,102.81,103.17,6168.8,6190.3
-86.18870478,40.98536533,AULT,HOME,BACK LANE44,On,974.03,16.23,7/11/2020,Yes,810.54,13.70,2.342,34.70,98.65,98.88,5919.3,5933.0
-86.18871699,40.98536528,AULT,HOME,BACK LANE44,On,1017.5,16.96,7/11/2020,Yes,810.55,13.60,2.302,34.69,105.02,105.15,6301.5,6308.8
-86.18872931,40.98536531,AULT,HOME,BACK LANE44,On,979.15,16.32,7/11/2020,Yes,810.52,13.90,2.317,34.71,99.96,100.42,5997.3,6025.2
-86.18874151,40.98536552,AULT,HOME,BACK LANE44,On,1021.1,17.02,7/11/2020,Yes,810.55,13.80,2.304,34.77,104.78,105.15,6287.0,6308.9
-86.18875364,40.98536557,AULT,HOME,BACK LANE44,On,1005.6,16.76,7/11/2020,Yes,810.54,13.60,2.304,34.90,103.07,103.19,6184.2,6191.4
-86.18876595,40.98536563,AULT,HOME,BACK LANE44,On,1104.5,18.41,7/11/2020,Yes,810.58,13.60,2.300,34.91,113.38,113.51,6802.8,6810.6
-86.18877823,40.98536566,AULT,HOME,BACK LANE44,On,991.76,16.53,7/11/2020,Yes,810.62,13.90,2.340,34.93,99.64,100.11,5978.7,6006.4
-86.18879062,40.98536588,AULT,HOME,BACK LANE44,On,962.61,16.04,7/11/2020,Yes,810.68,13.70,2.311,34.90,98.23,98.46,5894.0,5907.7
-86.18880284,40.98536605,AULT,HOME,BACK LANE44,On,1021.7,17.03,7/11/2020,Yes,810.71,13.50,2.300,34.94,104.89,104.89,6293.7,6293.7
-86.18881501,40.98536590,AULT,HOME,BACK LANE44,On,1064.8,17.75,7/11/2020,Yes,810.71,13.40,2.304,34.99,108.96,108.96,6537.4,6537.4
-86.18882823,40.98536586,AULT,HOME,BACK LANE44,On,1108.4,18.47,7/11/2020,Yes,810.70,13.80,2.443,34.94,106.77,107.14,6406.2,6428.5
-86.18884173,40.98536562,AULT,HOME,BACK LANE44,On,1067.4,17.79,7/11/2020,Yes,810.75,13.90,2.514,34.92,99.82,100.29,5989.5,6017.3
-86.18885621,40.98536548,AULT,HOME,BACK LANE44,On,975.49,16.26,7/11/2020,Yes,810.52,13.70,2.749,34.81,83.89,84.09,5033.6,5045.2
-86.18887085,40.98536518,AULT,HOME,BACK LANE44,On,1080.8,18.01,7/11/2020,Yes,810.58,13.20,2.729,34.74,94.04,94.04,5642.5,5642.5
-86.18888536,40.98536492,AULT,HOME,BACK LANE44,On,1080.8,18.01,7/11/2020,Yes,810.58,13.20,2.758,34.67,93.26,93.26,5595.7,5595.7
-86.18891405,40.98536413,AULT,HOME,BACK LANE44,On,1075.9,17.93,7/11/2020,Yes,810.73,13.90,2.731,34.47,93.86,94.29,5631.5,5657.7
-86.18892873,40.98536372,AULT,HOME,BACK LANE44,On,1047.4,17.46,7/11/2020,Yes,810.66,13.70,2.760,34.34,90.94,91.15,5456.3,5468.9
-86.18894289,40.98536341,AULT,HOME,BACK LANE44,On,1154.5,19.24,7/11/2020,Yes,810.68,13.70,2.722,34.14,102.24,102.48,6134.7,6148.9
-86.18895758,40.98536301,AULT,HOME,BACK LANE44,On,1122.1,18.70,7/11/2020,Yes,810.75,13.40,2.758,33.97,98.81,98.81,5928.8,5928.8
-86.18897218,40.98536284,AULT,HOME,BACK LANE44,On,1198.2,19.97,7/11/2020,Yes,810.81,13.70,2.763,33.74,105.81,106.06,6348.8,6363.5
-86.18898648,40.98536285,AULT,HOME,BACK LANE44,On,1134.7,18.91,7/11/2020,Yes,810.78,13.50,2.729,33.57,102.20,102.20,6131.8,6131.8
-86.18900121,40.98536285,AULT,HOME,BACK LANE44,On,1158.5,19.31,7/11/2020,Yes,810.74,13.60,2.763,33.48,103.22,103.34,6193.0,6200.1
-86.18901559,40.98536289,AULT,HOME,BACK LANE44,On,1072.9,17.88,7/11/2020,Yes,810.79,13.40,2.760,33.42,95.96,95.96,5757.6,5757.6
-86.18903010,40.98536295,AULT,HOME,BACK LANE44,On,1172.8,19.55,7/11/2020,Yes,810.78,14.00,2.725,33.38,105.76,106.38,6345.9,6382.8
-86.18904475,40.98536289,AULT,HOME,BACK LANE44,On,1061.3,17.69,7/11/2020,Yes,810.72,14.10,2.760,33.38,94.37,95.03,5662.5,5702.0
-86.18905932,40.98536310,AULT,HOME,BACK LANE44,On,1104.9,18.42,7/11/2020,Yes,810.68,13.70,2.767,33.33,98.61,98.84,5916.5,5930.2
-86.18907395,40.98536322,AULT,HOME,BACK LANE44,On,1152.8,19.21,7/11/2020,Yes,810.66,13.40,2.763,33.40,103.07,103.07,6184.0,6184.0
-86.18908845,40.98536337,AULT,HOME,BACK LANE44,On,1107.4,18.46,7/11/2020,Yes,810.65,13.50,2.774,33.49,98.34,98.34,5900.3,5900.3
-86.18910305,40.98536341,AULT,HOME,BACK LANE44,On,1062.4,17.71,7/11/2020,Yes,810.63,13.90,2.720,33.62,95.39,95.83,5723.4,5750.0
-86.18911773,40.98536359,AULT,HOME,BACK LANE44,On,1060.5,17.68,7/11/2020,Yes,810.68,13.70,2.758,33.71,93.87,94.09,5632.4,5645.5
-86.18913227,40.98536374,AULT,HOME,BACK LANE44,On,1073.1,17.88,7/11/2020,Yes,810.72,13.50,2.749,33.86,95.11,95.11,5706.5,5706.5
-86.18914661,40.98536380,AULT,HOME,BACK LANE44,On,1121.5,18.69,7/11/2020,Yes,810.78,13.20,2.774,34.00,98.10,98.10,5886.0,5886.0
-86.18916133,40.98536372,AULT,HOME,BACK LANE44,On,1113.8,18.56,7/11/2020,Yes,810.78,13.40,2.722,34.11,98.94,98.94,5936.3,5936.3
-86.18917591,40.98536357,AULT,HOME,BACK LANE44,On,1079.7,18.00,7/11/2020,Yes,810.83,13.70,2.769,34.09,94.13,94.35,5647.9,5661.0
-86.18919060,40.98536347,AULT,HOME,BACK LANE44,On,1298.2,21.64,7/11/2020,Yes,810.85,13.50,2.749,34.01,114.56,114.56,6873.8,6873.8
-86.18920510,40.98536341,AULT,HOME,BACK LANE44,On,1177.8,19.63,7/11/2020,Yes,810.86,13.40,2.763,33.95,103.59,103.59,6215.5,6215.5
-86.18921989,40.98536330,AULT,HOME,BACK LANE44,On,1175.7,19.60,7/11/2020,Yes,810.79,13.20,2.767,33.92,103.34,103.34,6200.6,6200.6
-86.18923407,40.98536336,AULT,HOME,BACK LANE44,On,1080.8,18.01,7/11/2020,Yes,810.80,13.60,2.725,33.97,96.23,96.34,5773.8,5780.5
-86.18924888,40.98536337,AULT,HOME,BACK LANE44,On,1080.3,18.01,7/11/2020,Yes,810.66,13.90,2.763,34.11,94.15,94.59,5649.1,5675.4
-86.18926353,40.98536324,AULT,HOME,BACK LANE44,On,1125.8,18.76,7/11/2020,Yes,810.70,13.60,2.756,34.20,98.43,98.54,5905.8,5912.6
-86.18927810,40.98536314,AULT,HOME,BACK LANE44,On,1118.1,18.64,7/11/2020,Yes,810.68,13.20,2.767,34.22,97.41,97.41,5844.7,5844.7
-86.18929264,40.98536280,AULT,HOME,BACK LANE44,On,1152.0,19.20,7/11/2020,Yes,810.65,13.40,2.767,34.25,100.29,100.29,6017.3,6017.3
-86.18930712,40.98536281,AULT,HOME,BACK LANE44,On,1057.8,17.63,7/11/2020,Yes,810.71,13.80,2.758,34.18,92.24,92.56,5534.4,5553.7
-86.18932140,40.98536257,AULT,HOME,BACK LANE44,On,1150.1,19.17,7/11/2020,Yes,810.73,13.90,2.767,34.15,99.94,100.40,5996.2,6024.1
-86.18933621,40.98536242,AULT,HOME,BACK LANE44,On,1145.8,19.10,7/11/2020,Yes,810.77,13.40,2.785,34.04,99.72,99.72,5982.9,5982.9
-86.18935075,40.98536201,AULT,HOME,BACK LANE44,On,1090.9,18.18,7/11/2020,Yes,810.74,13.30,2.725,34.04,97.05,97.05,5823.3,5823.3
-86.18936528,40.98536177,AULT,HOME,BACK LANE44,On,1182.2,19.70,7/11/2020,Yes,810.81,13.60,2.767,33.95,103.71,103.83,6222.6,6229.8
-86.18937970,40.98536151,AULT,HOME,BACK LANE44,On,1054.6,17.58,7/11/2020,Yes,810.90,13.90,2.767,33.93,92.23,92.66,5533.8,5559.5
-86.18939422,40.98536108,AULT,HOME,BACK LANE44,On,1209.3,20.16,7/11/2020,Yes,810.92,13.50,2.758,33.92,106.65,106.65,6398.9,6398.9
-86.18940886,40.98536072,AULT,HOME,BACK LANE44,On,1135.1,18.92,7/11/2020,Yes,810.95,13.40,2.738,33.77,101.27,101.27,6076.3,6076.3
-86.18942341,40.98536034,AULT,HOME,BACK LANE44,On,1032.2,17.20,7/11/2020,Yes,810.89,13.30,2.745,33.67,92.14,92.14,5528.6,5528.6
-86.18943782,40.98536006,AULT,HOME,BACK LANE44,On,1230.0,20.50,7/11/2020,Yes,810.93,13.70,2.774,33.56,108.76,109.01,6525.3,6540.5
-86.18945231,40.98535981,AULT,HOME,BACK LANE44,On,1141.8,19.03,7/11/2020,Yes,810.91,13.50,2.760,33.45,102.01,102.01,6120.7,6120.7
-86.18946693,40.98535967,AULT,HOME,BACK LANE44,On,1145.0,19.08,7/11/2020,Yes,810.87,13.40,2.729,33.37,103.74,103.74,6224.3,6224.3
-86.18948181,40.98535981,AULT,HOME,BACK LANE44,On,1179.4,19.66,7/11/2020,Yes,810.93,13.40,2.760,33.36,105.65,105.65,6339.1,6339.1
-86.18949610,40.98535982,AULT,HOME,BACK LANE44,On,1146.1,19.10,7/11/2020,Yes,810.92,13.80,2.758,33.46,102.10,102.45,6125.7,6147.0
-86.18951061,40.98535972,AULT,HOME,BACK LANE44,On,1200.8,20.01,7/11/2020,Yes,810.94,14.10,2.760,33.46,106.51,107.25,6390.5,6435.2
-86.18952525,40.98535952,AULT,HOME,BACK LANE44,On,1190.0,19.83,7/11/2020,Yes,810.92,13.80,2.758,33.44,106.08,106.45,6364.6,6386.7
-86.18954002,40.98535939,AULT,HOME,BACK LANE44,On,1188.2,19.80,7/11/2020,Yes,810.89,13.40,2.756,33.41,106.47,106.47,6388.2,6388.2
-86.18955492,40.98535947,AULT,HOME,BACK LANE44,On,1141.9,19.03,7/11/2020,Yes,810.94,13.40,2.763,33.42,102.05,102.05,6122.9,6122.9
-86.18956954,40.98535922,AULT,HOME,BACK LANE44,On,1156.9,19.28,7/11/2020,Yes,810.89,13.70,2.760,33.52,102.90,103.14,6173.9,6188.2
-86.18958425,40.98535925,AULT,HOME,BACK LANE44,On,1110.1,18.50,7/11/2020,Yes,810.82,13.70,2.760,33.47,98.88,99.11,5933.1,5946.8
-86.18959858,40.98535932,AULT,HOME,BACK LANE44,On,1121.6,18.69,7/11/2020,Yes,810.79,13.40,2.758,33.46,100.25,100.25,6014.9,6014.9
-86.18961335,40.98535928,AULT,HOME,BACK LANE44,On,1201.6,20.03,7/11/2020,Yes,810.79,13.00,2.774,33.46,106.82,106.82,6409.1,6409.1
-86.18962775,40.98535921,AULT,HOME,BACK LANE44,On,1202.7,20.04,7/11/2020,Yes,810.80,13.50,2.713,33.39,109.51,109.51,6570.3,6570.3
-86.18964245,40.98535923,AULT,HOME,BACK LANE44,On,1147.9,19.13,7/11/2020,Yes,810.72,13.80,2.781,33.34,101.80,102.16,6108.2,6129.5
-86.18965686,40.98535929,AULT,HOME,BACK LANE44,On,1166.5,19.44,7/11/2020,Yes,810.75,13.70,2.747,33.32,104.91,105.15,6294.5,6309.0
-86.18967178,40.98535923,AULT,HOME,BACK LANE44,On,1226.6,20.44,7/11/2020,Yes,810.72,13.30,2.756,33.33,110.18,110.18,6610.7,6610.7
-86.18968629,40.98535907,AULT,HOME,BACK LANE44,On,1216.0,20.27,7/11/2020,Yes,810.74,13.50,2.767,33.29,108.91,108.91,6534.6,6534.6
-86.18970072,40.98535900,AULT,HOME,BACK LANE44,On,1163.6,19.39,7/11/2020,Yes,810.74,13.90,2.756,33.24,104.30,104.79,6258.3,6287.3
-86.18971542,40.98535883,AULT,HOME,BACK LANE44,On,1172.3,19.54,7/11/2020,Yes,810.73,13.80,2.760,33.24,105.05,105.41,6302.8,6324.7
-86.18973003,40.98535849,AULT,HOME,BACK LANE44,On,1171.7,19.53,7/11/2020,Yes,810.77,13.50,2.767,33.21,105.20,105.20,6312.3,6312.3
-86.18974472,40.98535837,AULT,HOME,BACK LANE44,On,1216.5,20.27,7/11/2020,Yes,810.73,13.20,2.738,33.11,110.72,110.72,6643.0,6643.0
-86.18975933,40.98535839,AULT,HOME,BACK LANE44,On,1046.0,17.43,7/11/2020,Yes,810.73,13.60,2.789,33.12,93.29,93.40,5597.2,5603.7
-86.18977378,40.98535835,AULT,HOME,BACK LANE44,On,1209.8,20.16,7/11/2020,Yes,810.74,13.70,2.756,33.20,108.85,109.10,6530.8,6545.9
-86.18978847,40.98535834,AULT,HOME,BACK LANE44,On,1250.2,20.84,7/11/2020,Yes,810.77,13.70,2.729,33.24,113.44,113.70,6806.4,6822.2
-86.18980281,40.98535840,AULT,HOME,BACK LANE44,On,1191.6,19.86,7/11/2020,Yes,810.79,13.40,2.763,33.29,106.88,106.88,6412.9,6412.9
-86.18981751,40.98535865,AULT,HOME,BACK LANE44,On,1164.1,19.40,7/11/2020,Yes,810.73,13.30,2.763,33.35,104.23,104.23,6254.0,6254.0
-86.18983206,40.98535893,AULT,HOME,BACK LANE44,On,1191.0,19.85,7/11/2020,Yes,810.74,13.80,2.718,33.49,107.57,107.95,6454.3,6476.8
-86.18984650,40.98535916,AULT,HOME,BACK LANE44,On,1210.7,20.18,7/11/2020,Yes,810.84,13.80,2.805,33.64,105.48,105.84,6328.6,6350.6
-86.18986099,40.98535964,AULT,HOME,BACK LANE44,On,1196.6,19.94,7/11/2020,Yes,810.90,13.70,2.758,33.79,105.69,105.94,6341.6,6356.3
-86.18987554,40.98535967,AULT,HOME,BACK LANE44,On,1170.0,19.50,7/11/2020,Yes,810.94,13.40,2.751,34.03,103.08,103.08,6185.1,6185.1
-86.18989007,40.98535995,AULT,HOME,BACK LANE44,On,1217.9,20.30,7/11/2020,Yes,811.04,13.50,2.729,34.06,108.09,108.09,6485.4,6485.4
-86.18990463,40.98536001,AULT,HOME,BACK LANE44,On,1168.4,19.47,7/11/2020,Yes,811.14,13.80,2.774,34.21,101.23,101.59,6074.0,6095.1
-86.18991902,40.98535996,AULT,HOME,BACK LANE44,On,1238.5,20.64,7/11/2020,Yes,811.13,13.70,2.763,34.26,107.72,107.97,6463.5,6478.5
-86.18993349,40.98536007,AULT,HOME,BACK LANE44,On,1308.2,21.80,7/11/2020,Yes,811.18,13.40,2.751,34.26,114.49,114.49,6869.2,6869.2
-86.18994809,40.98536051,AULT,HOME,BACK LANE44,On,1302.3,21.70,7/11/2020,Yes,811.17,13.20,2.749,34.32,113.87,113.87,6832.0,6832.0
-86.18996259,40.98536076,AULT,HOME,BACK LANE44,On,1285.2,21.42,7/11/2020,Yes,811.25,13.40,2.742,34.49,112.08,112.08,6724.6,6724.6
-86.18997731,40.98536112,AULT,HOME,BACK LANE44,On,1198.7,19.98,7/11/2020,Yes,811.40,13.70,2.760,34.56,103.43,103.67,6205.8,6220.2
-86.18999171,40.98536147,AULT,HOME,BACK LANE44,On,1275.7,21.26,7/11/2020,Yes,811.40,13.90,2.756,34.65,109.70,110.21,6581.9,6612.5
-86.19000641,40.98536162,AULT,HOME,BACK LANE44,On,1198.7,19.98,7/11/2020,Yes,811.45,13.70,2.749,34.72,103.35,103.59,6201.1,6215.4
-86.19002104,40.98536168,AULT,HOME,BACK LANE44,On,1249.4,20.82,7/11/2020,Yes,811.45,13.40,2.772,34.67,107.27,107.27,6436.5,6436.5
-86.19003559,40.98536174,AULT,HOME,BACK LANE44,On,1251.8,20.86,7/11/2020,Yes,811.46,13.20,2.756,34.54,108.49,108.49,6509.2,6509.2
-86.19005014,40.98536177,AULT,HOME,BACK LANE44,On,1294.0,21.57,7/11/2020,Yes,811.45,13.40,2.731,34.43,113.53,113.53,6811.7,6811.7
-86.19006466,40.98536183,AULT,HOME,BACK LANE44,On,1330.1,22.17,7/11/2020,Yes,811.50,13.80,2.758,34.33,115.50,115.90,6929.9,6954.1
-86.19007904,40.98536187,AULT,HOME,BACK LANE44,On,1207.0,20.12,7/11/2020,Yes,811.63,13.70,2.774,34.26,104.55,104.79,6272.9,6287.5
-86.19009373,40.98536200,AULT,HOME,BACK LANE44,On,1273.6,21.23,7/11/2020,Yes,811.71,13.60,2.778,34.20,110.47,110.60,6628.2,6635.8
-86.19010847,40.98536212,AULT,HOME,BACK LANE44,On,1216.1,20.27,7/11/2020,Yes,811.71,13.40,2.729,34.20,107.49,107.49,6449.3,6449.3
-86.19012299,40.98536226,AULT,HOME,BACK LANE44,On,1184.1,19.73,7/11/2020,Yes,811.79,13.40,2.767,34.24,103.12,103.12,6187.0,6187.0
-86.19013752,40.98536239,AULT,HOME,BACK LANE44,On,1156.1,19.27,7/11/2020,Yes,811.78,13.70,2.760,34.26,100.61,100.85,6036.8,6050.8
-86.19015211,40.98536270,AULT,HOME,BACK LANE44,On,1185.6,19.76,7/11/2020,Yes,811.83,13.60,2.756,34.27,103.44,103.56,6206.4,6213.5
-86.19016674,40.98536291,AULT,HOME,BACK LANE44,On,1178.3,19.64,7/11/2020,Yes,811.82,13.60,2.769,34.35,102.08,102.20,6124.9,6132.0
-86.19018133,40.98536322,AULT,HOME,BACK LANE44,On,1339.8,22.33,7/11/2020,Yes,811.85,13.40,2.751,34.38,116.84,116.84,7010.3,7010.3
-86.19019643,40.98536315,AULT,HOME,BACK LANE44,On,1202.8,20.05,7/11/2020,Yes,811.84,13.40,2.801,34.41,102.96,102.96,6177.8,6177.8
-86.19021097,40.98536328,AULT,HOME,BACK LANE44,On,1240.8,20.68,7/11/2020,Yes,811.90,13.80,2.736,34.29,108.74,109.12,6524.5,6547.2
-86.19022557,40.98536338,AULT,HOME,BACK LANE44,On,1173.2,19.55,7/11/2020,Yes,811.91,13.90,2.783,34.24,101.12,101.59,6067.0,6095.2
-86.19024043,40.98536351,AULT,HOME,BACK LANE44,On,1367.2,22.79,7/11/2020,Yes,811.88,13.60,2.774,34.18,118.82,118.96,7129.3,7137.6
-86.19025491,40.98536353,AULT,HOME,BACK LANE44,On,1165.8,19.43,7/11/2020,Yes,811.89,13.20,2.749,34.16,102.41,102.41,6144.4,6144.4
-86.19026962,40.98536355,AULT,HOME,BACK LANE44,On,1254.4,20.91,7/11/2020,Yes,811.94,13.40,2.756,34.10,110.11,110.11,6606.4,6606.4
-86.19028403,40.98536357,AULT,HOME,BACK LANE44,On,1273.7,21.23,7/11/2020,Yes,812.04,13.80,2.769,34.05,111.07,111.46,6664.1,6687.3
-86.19029901,40.98536377,AULT,HOME,BACK LANE44,On,1131.5,18.86,7/11/2020,Yes,812.07,13.80,2.763,34.00,99.03,99.38,5942.1,5962.8
-86.19031363,40.98536374,AULT,HOME,BACK LANE44,On,1280.5,21.34,7/11/2020,Yes,812.05,13.60,2.758,34.03,112.43,112.56,6745.8,6753.6
-86.19032830,40.98536398,AULT,HOME,BACK LANE44,On,1277.9,21.30,7/11/2020,Yes,812.03,13.20,2.787,34.02,111.18,111.18,6671.0,6671.0
-86.19034263,40.98536416,AULT,HOME,BACK LANE44,On,1248.5,20.81,7/11/2020,Yes,811.91,13.30,2.767,34.11,109.13,109.13,6547.5,6547.5
-86.19035715,40.98536419,AULT,HOME,BACK LANE44,On,1290.9,21.52,7/11/2020,Yes,811.99,14.00,2.720,34.11,114.12,114.78,6847.2,6887.0
-86.19037174,40.98536435,AULT,HOME,BACK LANE44,On,1273.3,21.22,7/11/2020,Yes,812.02,14.00,2.801,34.06,109.50,110.14,6570.1,6608.3
-86.19038658,40.98536442,AULT,HOME,BACK LANE44,On,1268.4,21.14,7/11/2020,Yes,812.00,13.60,2.769,34.07,110.76,110.89,6645.7,6653.4
-86.19040118,40.98536463,AULT,HOME,BACK LANE44,On,1247.4,20.79,7/11/2020,Yes,811.96,13.30,2.758,34.06,109.54,109.54,6572.4,6572.4
-86.19041602,40.98536478,AULT,HOME,BACK LANE44,On,1301.5,21.69,7/11/2020,Yes,811.98,13.30,2.783,34.16,112.97,112.97,6777.9,6777.9
-86.19043083,40.98536474,AULT,HOME,BACK LANE44,On,1194.8,19.91,7/11/2020,Yes,812.05,13.70,2.760,34.23,104.08,104.32,6244.9,6259.4
-86.19044547,40.98536478,AULT,HOME,BACK LANE44,On,1212.2,20.20,7/11/2020,Yes,811.88,13.60,2.767,34.26,105.37,105.49,6322.3,6329.6
-86.19046041,40.98536494,AULT,HOME,BACK LANE44,On,1237.1,20.62,7/11/2020,Yes,811.89,12.90,2.789,34.32,106.59,106.59,6395.5,6395.5
-86.19047543,40.98536483,AULT,HOME,BACK LANE44,On,1188.1,19.80,7/11/2020,Yes,811.88,12.80,2.763,34.43,103.04,103.04,6182.4,6182.4
-86.19049050,40.98536468,AULT,HOME,BACK LANE44,On,1191.7,19.86,7/11/2020,Yes,811.77,13.00,2.789,34.43,102.38,102.38,6142.8,6142.8
-86.19050549,40.98536443,AULT,HOME,BACK LANE44,On,1022.9,17.05,7/11/2020,Yes,811.65,13.40,2.794,34.42,87.76,87.76,5265.4,5265.4
-86.19052061,40.98536444,AULT,HOME,BACK LANE44,On,1126.6,18.78,7/11/2020,Yes,811.60,13.30,2.796,34.38,96.70,96.70,5801.7,5801.7
-86.19053576,40.98536456,AULT,HOME,BACK LANE44,On,1019.3,16.99,7/11/2020,Yes,811.49,13.00,2.785,34.43,87.71,87.71,5262.4,5262.4
-86.19055100,40.98536451,AULT,HOME,BACK LANE44,On,1057.2,17.62,7/11/2020,Yes,811.18,13.00,2.729,34.52,92.59,92.59,5555.3,5555.3
-86.19056580,40.98536446,AULT,HOME,BACK LANE44,On,1157.5,19.29,7/11/2020,Yes,810.97,13.40,2.725,34.51,101.55,101.55,6092.9,6092.9
-86.19058118,40.98536462,AULT,HOME,BACK LANE44,On,1034.9,17.25,7/11/2020,Yes,810.69,13.40,2.767,34.51,89.40,89.40,5364.2,5364.2
-86.19059643,40.98536438,AULT,HOME,BACK LANE44,On,1070.2,17.84,7/11/2020,Yes,810.41,13.30,2.794,34.58,91.38,91.38,5482.8,5482.8
-86.19061141,40.98536447,AULT,HOME,BACK LANE44,On,1049.4,17.49,7/11/2020,Yes,810.12,12.90,2.794,34.51,89.79,89.79,5387.5,5387.5
-86.19062633,40.98536446,AULT,HOME,BACK LANE44,On,1053.1,17.55,7/11/2020,Yes,809.81,13.40,2.832,34.56,88.78,88.78,5326.7,5326.7
-86.19064162,40.98536432,AULT,HOME,BACK LANE44,On,1047.9,17.47,7/11/2020,Yes,809.56,13.60,2.785,34.58,89.68,89.78,5380.6,5386.8
-86.19065654,40.98536447,AULT,HOME,BACK LANE44,On,996.14,16.60,7/11/2020,Yes,809.35,13.50,2.805,34.55,84.80,84.80,5088.2,5088.2
-86.19067183,40.98536439,AULT,HOME,BACK LANE44,On,1046.9,17.45,7/11/2020,Yes,809.04,13.20,2.783,34.62,89.64,89.64,5378.5,5378.5
-86.19068688,40.98536454,AULT,HOME,BACK LANE44,On,1104.6,18.41,7/11/2020,Yes,808.70,13.40,2.832,34.56,93.11,93.11,5586.8,5586.8
-86.19070209,40.98536450,AULT,HOME,BACK LANE44,On,961.86,16.03,7/11/2020,Yes,808.39,13.60,2.825,34.59,81.11,81.20,4866.4,4872.1
-86.19071745,40.98536463,AULT,HOME,BACK LANE44,On,1050.0,17.50,7/11/2020,Yes,808.06,13.20,2.823,34.57,88.77,88.77,5326.0,5326.0
-86.19073271,40.98536451,AULT,HOME,BACK LANE44,On,1052.4,17.54,7/11/2020,Yes,807.66,13.30,2.852,34.61,87.96,87.96,5277.7,5277.7
